PERMNO,date,RET,sprtrn
60716,1974-08-30,0.044444,0.030862
60716,1974-09-03,-0.099291,-0.022592
60716,1974-09-04,0.031496,-0.025950
60716,1974-09-05,0.030534,0.031737
60716,1974-09-06,0.000000,0.007761
60716,1974-09-09,-0.044444,-0.023803
60716,1974-09-10,-0.139535,-0.006885
60716,1974-09-11,-0.018018,-0.009965
60716,1974-09-12,-0.055046,-0.026842
60716,1974-09-13,-0.155340,-0.022635
60716,1974-09-16,0.091954,0.016258
60716,1974-09-17,0.042105,0.016903
60716,1974-09-18,-0.020202,0.005046
60716,1974-09-19,-0.268041,0.034997
60716,1974-09-20,0.140845,0.000713
60716,1974-09-23,-0.074074,-0.010265
60716,1974-09-24,-0.053333,-0.020167
60716,1974-09-25,0.028169,-0.006616
60716,1974-09-26,-0.054795,-0.016427
60716,1974-09-27,0.000000,-0.022871
60716,1974-09-30,-0.028986,-0.021558
60716,1974-10-01,0.000000,-0.002361
60716,1974-10-02,0.029851,-0.000158
60716,1974-10-03,-0.028986,-0.017356
60716,1974-10-04,-0.029851,0.000963
60716,1974-10-07,0.061538,0.041867
60716,1974-10-08,-0.057971,-0.001694
60716,1974-10-09,0.030769,0.045959
60716,1974-10-10,0.149254,0.029047
60716,1974-10-11,0.025974,0.019344
60716,1974-10-14,0.000000,0.022491
60716,1974-10-15,-0.025316,-0.017872
60716,1974-10-16,0.000000,-0.015538
60716,1974-10-17,0.025974,0.011944
60716,1974-10-18,0.000000,0.015596
60716,1974-10-21,-0.050633,0.016879
60716,1974-10-22,0.026667,-0.005034
60716,1974-10-23,0.000000,-0.028716
60716,1974-10-24,-0.025974,-0.011404
60716,1974-10-25,-0.053333,-0.001424
60716,1974-10-28,-0.056338,-0.000428
60716,1974-10-29,0.000000,0.039093
60716,1974-10-30,-0.059701,0.020321
60716,1974-10-31,-0.063492,-0.005517
60716,1974-11-01,0.067797,-0.000271
60716,1974-11-04,0.063492,-0.010828
60716,1974-11-05,0.029851,0.027778
60716,1974-11-06,-0.028986,-0.004793
60716,1974-11-07,0.000000,0.006154
60716,1974-11-08,0.000000,-0.003989
60716,1974-11-11,0.000000,0.003204
60716,1974-11-12,-0.059701,-0.019694
60716,1974-11-13,0.000000,-0.004344
60716,1974-11-14,0.000000,-0.003954
60716,1974-11-15,-0.222222,-0.015740
60716,1974-11-18,0.000000,-0.036713
60716,1974-11-19,-0.081633,-0.015447
60716,1974-11-20,0.044444,-0.004399
60716,1974-11-21,0.000000,0.004124
60716,1974-11-22,0.000000,0.010560
60716,1974-11-25,0.000000,-0.001016
60716,1974-11-26,0.085106,0.009298
60716,1974-11-27,0.039216,0.006766
60716,1974-11-29,-0.037736,0.000429
60716,1974-12-02,-0.078431,-0.026583
60716,1974-12-03,0.042553,-0.013801
60716,1974-12-04,-0.040816,0.003573
60716,1974-12-05,0.000000,-0.018988
60716,1974-12-06,-0.042553,-0.016936
60716,1974-12-09,0.000000,0.009076
60716,1974-12-10,0.044444,0.025610
60716,1974-12-11,0.042553,0.005797
60716,1974-12-12,0.040816,-0.003251
60716,1974-12-13,-0.039216,-0.005634
60716,1974-12-16,0.000000,-0.009095
60716,1974-12-17,0.040816,0.016852
60716,1974-12-18,0.000000,0.004735
60716,1974-12-19,-0.039216,-0.003682
60716,1974-12-20,-0.040816,-0.010939
60716,1974-12-23,0.000000,-0.014198
60716,1974-12-24,0.042553,0.013948
60716,1974-12-26,0.000000,0.008373
60716,1974-12-27,-0.040816,-0.004448
60716,1974-12-30,-0.042553,0.000298
60716,1974-12-31,0.044444,0.020846
60716,1975-01-02,0.000000,0.024358
60716,1975-01-03,0.042553,0.006835
60716,1975-01-06,-0.040816,0.005091
60716,1975-01-07,-0.042553,-0.000704
60716,1975-01-08,0.044444,-0.013799
60716,1975-01-09,0.127660,0.016134
60716,1975-01-10,0.113208,0.020233
60716,1975-01-13,0.101695,-0.004132
60716,1975-01-14,0.000000,-0.008712
60716,1975-01-15,0.030769,0.006417
60716,1975-01-16,0.029851,-0.001248
60716,1975-01-17,0.028986,-0.015128
60716,1975-01-20,0.000000,0.001691
60716,1975-01-21,-0.056338,-0.005346
60716,1975-01-22,0.029851,0.014710
60716,1975-01-23,0.000000,0.004600
60716,1975-01-24,0.000000,0.012627
60716,1975-01-27,0.086957,0.032749
60716,1975-01-28,0.080000,0.008757
60716,1975-01-29,0.024691,0.016178
60716,1975-01-30,0.024096,-0.013590
60716,1975-01-31,0.117647,0.010104
60716,1975-02-03,0.000000,0.010912
60716,1975-02-04,-0.042105,-0.002699
60716,1975-02-05,-0.065934,0.017266
60716,1975-02-06,-0.023529,-0.004940
60716,1975-02-07,0.000000,0.000891
60716,1975-02-10,0.000000,-0.003434
60716,1975-02-11,0.072289,0.002808
60716,1975-02-12,0.179775,0.017053
60716,1975-02-13,-0.038095,0.013639
60716,1975-02-14,-0.059406,0.006049
60716,1975-02-18,-0.042105,-0.006994
60716,1975-02-19,0.021978,0.006302
60716,1975-02-20,0.021505,0.009455
60716,1975-02-21,0.000000,0.004987
60716,1975-02-24,-0.105263,-0.014282
60716,1975-02-25,-0.023529,-0.023453
60716,1975-02-26,0.024096,0.010562
60716,1975-02-27,0.023529,0.004977
60716,1975-02-28,0.022989,0.010152
60716,1975-03-03,0.022472,0.017649
60716,1975-03-04,0.087912,0.006383
60716,1975-03-05,-0.020202,-0.007899
60716,1975-03-06,0.020619,0.009530
60716,1975-03-07,0.020202,0.007289
60716,1975-03-10,0.000000,0.007711
60716,1975-03-11,0.019802,-0.006945
60716,1975-03-12,-0.077670,-0.009128
60716,1975-03-13,0.021053,0.001794
60716,1975-03-14,0.000000,0.012181
60716,1975-03-17,0.041237,0.014748
60716,1975-03-18,0.000000,-0.010231
60716,1975-03-19,-0.019802,-0.009280
60716,1975-03-20,0.040404,-0.008655
60716,1975-03-21,0.038835,-0.002631
60716,1975-03-24,-0.037383,-0.023624
60716,1975-03-25,0.038835,0.007860
60716,1975-03-26,0.074766,0.018645
60716,1975-03-27,0.052174,0.003110
60716,1975-03-31,0.016529,-0.005844
60716,1975-04-01,0.000000,-0.008637
60716,1975-04-02,0.000000,-0.002541
60716,1975-04-03,0.000000,-0.011161
60716,1975-04-04,-0.032520,-0.007729
60716,1975-04-07,-0.033613,-0.006553
60716,1975-04-08,0.000000,0.007965
60716,1975-04-09,0.017391,0.022842
60716,1975-04-10,0.034188,0.011226
60716,1975-04-11,0.000000,0.004894
60716,1975-04-14,0.000000,0.016869
60716,1975-04-15,-0.016529,0.008178
60716,1975-04-16,0.016807,0.003476
60716,1975-04-17,0.016529,0.007506
60716,1975-04-18,-0.016260,-0.010888
60716,1975-04-21,-0.016529,0.010776
60716,1975-04-22,-0.100840,-0.001605
60716,1975-04-23,-0.149533,-0.011138
60716,1975-04-24,0.065934,-0.000929
60716,1975-04-25,0.061856,0.006741
60716,1975-04-28,0.019417,-0.004502
60716,1975-04-29,-0.019048,-0.006842
60716,1975-04-30,0.038835,0.019383
60716,1975-05-01,-0.018692,0.009164
60716,1975-05-02,0.000000,0.012713
60716,1975-05-05,-0.038095,0.009639
60716,1975-05-06,0.000000,-0.015986
60716,1975-05-07,0.000000,0.004964
60716,1975-05-08,0.019802,0.005388
60716,1975-05-09,-0.038835,0.010831
60716,1975-05-12,-0.060606,0.000884
60716,1975-05-13,0.000000,0.010705
60716,1975-05-14,0.086022,0.007534
60716,1975-05-15,-0.039604,-0.009320
60716,1975-05-16,0.000000,-0.010721
60716,1975-05-19,0.020619,0.001106
60716,1975-05-20,0.000000,-0.005081
60716,1975-05-21,-0.040404,-0.011214
60716,1975-05-22,0.021053,0.003705
60716,1975-05-23,0.041237,0.013312
60716,1975-05-27,-0.019802,-0.002650
60716,1975-05-28,-0.020202,-0.006974
60716,1975-05-29,0.020619,-0.000334
60716,1975-05-30,0.060606,0.016392
60716,1975-06-02,0.019048,0.015688
60716,1975-06-03,-0.037383,0.003348
60716,1975-06-04,0.000000,-0.003122
60716,1975-06-05,0.000000,0.000972
60716,1975-06-06,0.000000,-0.002266
60716,1975-06-09,-0.019417,-0.013733
60716,1975-06-10,-0.019802,-0.008442
60716,1975-06-11,0.020202,0.001216
60716,1975-06-12,0.000000,-0.005191
60716,1975-06-13,0.000000,0.004885
60716,1975-06-16,0.019802,0.010384
60716,1975-06-17,0.058252,-0.009622
60716,1975-06-18,0.055046,-0.002098
60716,1975-06-19,0.034783,0.018033
60716,1975-06-20,0.050420,0.006412
60716,1975-06-23,0.048000,0.010906
60716,1975-06-24,0.000000,0.006088
60716,1975-06-25,-0.015267,0.004565
60716,1975-06-26,-0.031008,0.002008
60716,1975-06-27,0.016000,0.000000
60716,1975-06-30,0.000000,0.004008
60716,1975-07-01,-0.094488,-0.003572
60716,1975-07-02,-0.034783,-0.007064
60716,1975-07-03,0.036036,0.001911
60716,1975-07-07,-0.017391,-0.008690
60716,1975-07-08,0.000000,-0.001604
60716,1975-07-09,0.035398,0.015098
60716,1975-07-10,0.034188,0.000105
60716,1975-07-11,0.082645,-0.001582
60716,1975-07-14,0.091603,0.005599
60716,1975-07-15,0.041958,0.004412
60716,1975-07-16,-0.067114,-0.010459
60716,1975-07-17,-0.014388,-0.010358
60716,1975-07-18,0.000000,-0.004593
60716,1975-07-21,-0.014599,-0.008155
60716,1975-07-22,-0.014815,-0.010710
60716,1975-07-23,-0.030075,-0.013887
60716,1975-07-24,-0.062016,-0.001220
60716,1975-07-25,-0.033058,-0.008660
60716,1975-07-28,0.051282,-0.006720
60716,1975-07-29,-0.016260,-0.005638
60716,1975-07-30,0.016529,0.007257
60716,1975-07-31,0.016260,-0.000901
60716,1975-08-01,-0.032000,-0.008563
60716,1975-08-04,0.016529,-0.009547
60716,1975-08-05,-0.032520,-0.010557
60716,1975-08-06,0.100840,0.000232
60716,1975-08-07,0.000000,0.000580
60716,1975-08-08,-0.015267,-0.003244
60716,1975-08-11,-0.031008,0.006161
60716,1975-08-12,-0.032000,0.006586
60716,1975-08-13,-0.033058,-0.013200
60716,1975-08-14,0.017094,-0.004304
60716,1975-08-15,0.000000,0.008879
60716,1975-08-18,0.016807,-0.001853
60716,1975-08-19,-0.033058,-0.014501
60716,1975-08-20,-0.051282,-0.020365
60716,1975-08-21,0.000000,-0.001802
60716,1975-08-22,0.018018,0.014566
60716,1975-08-25,0.017699,0.009255
60716,1975-08-26,-0.034783,-0.012932
60716,1975-08-27,0.000000,0.005598
60716,1975-08-28,0.036036,0.023333
60716,1975-08-29,0.017391,0.005556
60716,1975-09-02,-0.017094,-0.016114
60716,1975-09-03,0.000000,0.006434
60716,1975-09-04,0.000000,0.001976
60716,1975-09-05,0.000000,-0.006729
60716,1975-09-08,-0.052174,0.003153
60716,1975-09-09,-0.018349,-0.015019
60716,1975-09-10,-0.056075,-0.009574
60716,1975-09-11,0.000000,-0.004058
60716,1975-09-12,0.019802,-0.001797
60716,1975-09-15,0.000000,-0.005042
60716,1975-09-16,0.000000,-0.009532
60716,1975-09-17,0.000000,0.003411
60716,1975-09-18,0.000000,0.020517
60716,1975-09-19,0.038835,0.021651
60716,1975-09-22,0.000000,-0.009432
60716,1975-09-23,-0.018692,-0.001528
60716,1975-09-24,0.000000,0.009418
60716,1975-09-25,0.000000,-0.001166
60716,1975-09-26,0.000000,0.006422
60716,1975-09-29,0.019048,-0.013459
60716,1975-09-30,-0.018692,-0.013642
60716,1975-10-01,-0.038095,-0.011208
60716,1975-10-02,0.019802,0.010732
60716,1975-10-03,0.000000,0.025412
60716,1975-10-06,0.077670,0.010820
60716,1975-10-07,0.000000,-0.001266
60716,1975-10-08,-0.072072,0.013484
60716,1975-10-09,0.000000,0.004890
60716,1975-10-10,0.019417,-0.001811
60716,1975-10-13,0.019048,0.014171
60716,1975-10-14,0.037383,-0.002012
60716,1975-10-15,0.000000,-0.000560
60716,1975-10-16,0.000000,0.001569
60716,1975-10-17,0.000000,-0.005707
60716,1975-10-20,0.000000,0.010804
60716,1975-10-21,-0.018018,0.008239
60716,1975-10-22,0.000000,0.001656
60716,1975-10-23,0.000000,0.005843
60716,1975-10-24,0.000000,-0.015454
60716,1975-10-27,0.000000,-0.001113
60716,1975-10-28,0.000000,0.008693
60716,1975-10-29,0.110092,-0.012374
60716,1975-10-30,-0.016529,-0.000895
60716,1975-10-31,-0.016807,-0.003023
60716,1975-11-03,-0.017094,-0.010669
60716,1975-11-04,0.000000,0.004768
60716,1975-11-05,0.000000,0.007231
60716,1975-11-06,0.069565,0.004487
60716,1975-11-07,-0.016260,-0.002457
60716,1975-11-10,0.049587,0.000112
60716,1975-11-11,0.000000,0.005932
60716,1975-11-12,0.031496,0.014688
60716,1975-11-13,0.015267,-0.001645
60716,1975-11-14,0.000000,-0.000769
60716,1975-11-17,-0.015038,0.005386
60716,1975-11-18,-0.061069,-0.005030
60716,1975-11-19,-0.065041,-0.011209
60716,1975-11-20,0.000000,-0.003779
60716,1975-11-21,-0.017391,-0.001227
60716,1975-11-24,0.035398,0.001899
60716,1975-11-25,0.000000,0.011260
60716,1975-11-26,0.017094,0.002536
60716,1975-11-28,0.000000,0.003299
60716,1975-12-01,-0.033613,-0.006247
60716,1975-12-02,-0.017391,-0.014779
60716,1975-12-03,-0.035398,-0.019366
60716,1975-12-04,0.000000,0.002740
60716,1975-12-05,0.036697,-0.011612
60716,1975-12-08,0.000000,0.002880
60716,1975-12-09,0.000000,0.002642
60716,1975-12-10,0.000000,0.008935
60716,1975-12-11,0.000000,-0.003179
60716,1975-12-12,0.017699,0.000342
60716,1975-12-15,0.000000,0.002960
60716,1975-12-16,0.000000,0.009536
60716,1975-12-17,-0.034783,0.002474
60716,1975-12-18,-0.018018,0.003141
60716,1975-12-19,-0.018349,-0.007045
60716,1975-12-22,-0.037383,-0.007432
60716,1975-12-23,0.019417,0.006694
60716,1975-12-24,0.019048,0.008227
60716,1975-12-26,0.000000,0.008831
60716,1975-12-29,0.000000,-0.001330
60716,1975-12-30,0.000000,-0.003994
60716,1975-12-31,0.000000,0.004679
60716,1976-01-02,0.000000,0.007872
60716,1976-01-05,0.037383,0.018482
60716,1976-01-06,0.000000,0.010261
60716,1976-01-07,-0.018018,0.004491
60716,1976-01-08,0.000000,0.006706
60716,1976-01-09,0.000000,0.003912
60716,1976-01-12,0.000000,0.014534
60716,1976-01-13,0.091743,-0.007890
60716,1976-01-14,0.033613,0.016323
60716,1976-01-15,-0.032520,-0.005354
60716,1976-01-16,0.000000,0.004037
60716,1976-01-19,0.000000,0.013608
60716,1976-01-20,0.016807,0.005492
60716,1976-01-21,-0.016529,-0.006271
60716,1976-01-22,0.000000,-0.002036
60716,1976-01-23,-0.016807,0.011934
60716,1976-01-26,-0.017094,0.004737
60716,1976-01-27,-0.017391,-0.006120
60716,1976-01-28,-0.123894,-0.005451
60716,1976-01-29,0.080808,0.016036
60716,1976-01-30,0.018692,0.007492
60716,1976-02-02,0.000000,0.000099
60716,1976-02-03,0.000000,0.003073
60716,1976-02-04,0.036697,0.007314
60716,1976-02-05,-0.017699,-0.015012
60716,1976-02-06,-0.018018,-0.009264
60716,1976-02-09,0.055046,0.001609
60716,1976-02-10,0.000000,0.008532
60716,1976-02-11,0.104348,0.002986
60716,1976-02-12,0.062992,-0.005160
60716,1976-02-13,0.029630,-0.005786
60716,1976-02-17,-0.043165,-0.006221
60716,1976-02-18,0.015038,0.008077
60716,1976-02-19,0.014815,0.015623
60716,1976-02-20,0.000000,0.006804
60716,1976-02-23,-0.029197,-0.004799
60716,1976-02-24,-0.045113,0.004133
60716,1976-02-25,0.047244,-0.003332
60716,1976-02-26,-0.030075,-0.015537
60716,1976-02-27,-0.031008,-0.003996
60716,1976-03-01,-0.016000,0.003109
60716,1976-03-02,0.065041,0.005399
60716,1976-03-03,0.000000,-0.005768
60716,1976-03-04,0.061069,-0.010602
60716,1976-03-05,-0.028777,0.001921
60716,1976-03-08,0.074074,0.010897
60716,1976-03-09,0.000000,0.003893
60716,1976-03-10,0.000000,0.003579
60716,1976-03-11,0.013793,0.009412
60716,1976-03-12,-0.040816,-0.010109
60716,1976-03-15,-0.070922,-0.010510
60716,1976-03-16,0.015267,0.011222
60716,1976-03-17,0.030075,-0.000595
60716,1976-03-18,0.000000,-0.004065
60716,1976-03-19,0.000000,0.001294
60716,1976-03-22,0.000000,0.001293
60716,1976-03-23,0.014599,0.015192
60716,1976-03-24,0.014388,0.011541
60716,1976-03-25,0.014184,-0.005512
60716,1976-03-26,0.000000,0.000000
60716,1976-03-29,0.000000,-0.004278
60716,1976-03-30,-0.013986,-0.003906
60716,1976-03-31,0.028369,0.007450
60716,1976-04-01,0.041379,-0.005157
60716,1976-04-02,-0.013245,0.000098
60716,1976-04-05,0.026846,0.012323
60716,1976-04-06,-0.026144,-0.001449
60716,1976-04-07,0.000000,-0.011126
60716,1976-04-08,-0.026846,-0.009099
60716,1976-04-09,-0.041379,-0.009182
60716,1976-04-12,-0.014388,-0.001495
60716,1976-04-13,-0.029197,0.008483
60716,1976-04-14,0.000000,-0.007323
60716,1976-04-15,0.000000,0.003589
60716,1976-04-19,0.030075,0.007649
60716,1976-04-20,0.043796,0.014097
60716,1976-04-21,0.013986,0.004374
60716,1976-04-22,-0.013793,-0.003291
60716,1976-04-23,-0.027972,-0.006700
60716,1976-04-26,-0.043165,0.001369
60716,1976-04-27,-0.045113,-0.005565
60716,1976-04-28,0.000000,0.002651
60716,1976-04-29,0.000000,0.000000
60716,1976-04-30,-0.015748,-0.004798
60716,1976-05-03,0.000000,-0.007084
60716,1976-05-04,0.032000,0.005351
60716,1976-05-05,0.015504,-0.005717
60716,1976-05-06,0.000000,0.002776
60716,1976-05-07,0.045802,0.007117
60716,1976-05-10,0.058394,0.011975
60716,1976-05-11,-0.013793,-0.001455
60716,1976-05-12,-0.027972,-0.001748
60716,1976-05-13,0.000000,-0.005936
60716,1976-05-14,-0.028777,-0.008027
60716,1976-05-17,0.000000,-0.002467
60716,1976-05-18,-0.044444,0.001682
60716,1976-05-19,-0.062016,-0.000790
60716,1976-05-20,0.033058,0.008104
60716,1976-05-21,0.000000,-0.007255
60716,1976-05-24,-0.032000,-0.017974
60716,1976-05-25,0.000000,0.000503
60716,1976-05-26,0.016529,-0.001508
60716,1976-05-27,0.048780,0.000403
60716,1976-05-28,0.046512,0.008050
60716,1976-06-01,0.000000,-0.003294
60716,1976-06-02,0.014815,0.003706
60716,1976-06-03,-0.029197,-0.000898
60716,1976-06-04,-0.030075,-0.009787
60716,1976-06-07,0.000000,-0.005245
60716,1976-06-08,0.000000,0.001724
60716,1976-06-09,-0.031008,-0.000607
60716,1976-06-10,0.016000,0.008305
60716,1976-06-11,0.015748,0.013660
60716,1976-06-14,0.046512,0.010206
60716,1976-06-15,-0.014815,-0.004806
60716,1976-06-16,0.015038,0.005421
60716,1976-06-17,-0.044444,0.015685
60716,1976-06-18,-0.015504,0.001448
60716,1976-06-21,0.000000,0.005012
60716,1976-06-22,0.000000,-0.007768
60716,1976-06-23,-0.047244,-0.002126
60716,1976-06-24,0.000000,0.005230
60716,1976-06-25,0.033058,-0.000674
60716,1976-06-28,-0.032000,-0.002796
60716,1976-06-29,0.016529,0.004157
60716,1976-06-30,0.048780,0.004044
60716,1976-07-01,-0.031008,-0.006617
60716,1976-07-02,0.016000,0.005020
60716,1976-07-06,-0.015748,-0.005475
60716,1976-07-07,0.000000,0.002801
60716,1976-07-08,0.000000,0.001445
60716,1976-07-09,0.016000,0.009617
60716,1976-07-12,0.031496,0.008764
60716,1976-07-13,0.000000,-0.002172
60716,1976-07-14,0.015267,0.002650
60716,1976-07-15,0.015038,-0.007079
60716,1976-07-16,0.000000,-0.004943
60716,1976-07-19,0.000000,-0.003726
60716,1976-07-20,0.029630,-0.005466
60716,1976-07-21,-0.014388,0.000964
60716,1976-07-22,0.014599,0.001060
60716,1976-07-23,0.000000,0.001251
60716,1976-07-26,-0.014388,0.000096
60716,1976-07-27,-0.014599,-0.005669
60716,1976-07-28,0.014815,-0.004155
60716,1976-07-29,-0.014599,-0.001164
60716,1976-07-30,0.000000,0.004955
60716,1976-08-02,0.000000,-0.002417
60716,1976-08-03,-0.014815,0.009206
60716,1976-08-04,-0.015038,0.002785
60716,1976-08-05,-0.030534,-0.005554
60716,1976-08-06,0.015748,-0.000578
60716,1976-08-09,0.000000,-0.002890
60716,1976-08-10,-0.015504,0.008890
60716,1976-08-11,-0.015748,-0.003352
60716,1976-08-12,0.000000,0.001538
60716,1976-08-13,0.000000,0.000288
60716,1976-08-16,-0.016000,0.001727
60716,1976-08-17,0.016260,0.003543
60716,1976-08-18,0.000000,-0.002290
60716,1976-08-19,-0.048000,-0.011190
60716,1976-08-20,0.000000,-0.009866
60716,1976-08-23,-0.050420,-0.004005
60716,1976-08-24,0.017699,-0.006767
60716,1976-08-25,0.017391,0.007505
60716,1976-08-26,-0.051282,-0.006959
60716,1976-08-27,-0.018018,0.001579
60716,1976-08-30,0.018349,0.005814
60716,1976-08-31,0.036036,0.008230
60716,1976-09-01,0.034783,0.011175
60716,1976-09-02,-0.016807,-0.001345
60716,1976-09-03,0.000000,0.003657
60716,1976-09-07,0.000000,0.006999
60716,1976-09-08,0.000000,-0.000857
60716,1976-09-09,-0.034188,-0.005146
60716,1976-09-10,0.017699,0.002395
60716,1976-09-13,-0.017391,-0.003440
60716,1976-09-14,0.017699,-0.003356
60716,1976-09-15,0.034783,0.002598
60716,1976-09-16,0.016807,0.010843
60716,1976-09-17,0.000000,0.008829
60716,1976-09-20,0.016529,0.000470
60716,1976-09-21,0.000000,0.014202
60716,1976-09-22,-0.016260,-0.003431
60716,1976-09-23,0.016529,-0.005025
60716,1976-09-24,-0.016260,-0.001122
60716,1976-09-27,-0.016529,0.004307
60716,1976-09-28,-0.050420,-0.012493
60716,1976-09-29,0.000000,-0.005193
60716,1976-09-30,-0.035398,-0.001234
60716,1976-10-01,-0.018349,-0.010167
60716,1976-10-04,-0.037383,-0.001344
60716,1976-10-05,0.000000,-0.007690
60716,1976-10-06,0.019417,-0.002519
60716,1976-10-07,0.038095,0.005536
60716,1976-10-08,0.000000,-0.009465
60716,1976-10-11,-0.036697,-0.008970
60716,1976-10-12,-0.019048,-0.008166
60716,1976-10-13,0.038835,0.012995
60716,1976-10-14,-0.018692,-0.012436
60716,1976-10-15,0.019048,0.000297
60716,1976-10-18,0.000000,0.005849
60716,1976-10-19,0.000000,-0.000197
60716,1976-10-20,0.000000,0.002859
60716,1976-10-21,0.000000,-0.009534
60716,1976-10-22,-0.037383,-0.008038
60716,1976-10-25,0.000000,0.001100
60716,1976-10-26,0.000000,0.009893
60716,1976-10-27,0.000000,0.006927
60716,1976-10-28,0.019417,-0.001474
60716,1976-10-29,0.000000,0.012696
60716,1976-11-01,-0.019048,0.001944
60716,1976-11-03,-0.058252,-0.011445
60716,1976-11-04,0.000000,0.004808
60716,1976-11-05,-0.041237,-0.015526
60716,1976-11-08,-0.043011,-0.012101
60716,1976-11-09,-0.044944,-0.002811
60716,1976-11-10,0.000000,-0.005135
60716,1976-11-11,0.023529,0.008400
60716,1976-11-12,0.022989,-0.004014
60716,1976-11-15,0.044944,0.006651
60716,1976-11-16,-0.064516,0.001401
60716,1976-11-17,0.022989,0.005698
60716,1976-11-18,0.044944,0.012722
60716,1976-11-19,0.000000,0.000294
60716,1976-11-22,-0.021505,0.006574
60716,1976-11-23,0.000000,-0.006141
60716,1976-11-24,0.087912,0.004413
60716,1976-11-26,0.020202,0.007226
60716,1976-11-29,0.000000,-0.006883
60716,1976-11-30,0.019802,-0.003319
60716,1976-12-01,0.019417,0.003820
60716,1976-12-02,0.000000,-0.003610
60716,1976-12-03,-0.019048,0.006267
60716,1976-12-06,0.019417,0.007785
60716,1976-12-07,0.000000,-0.000676
60716,1976-12-08,0.000000,0.005701
60716,1976-12-09,0.000000,0.004131
60716,1976-12-10,0.000000,0.001818
60716,1976-12-13,-0.019048,-0.000669
60716,1976-12-14,0.000000,0.004205
60716,1976-12-15,0.000000,0.000666
60716,1976-12-16,0.000000,-0.003234
60716,1976-12-17,-0.019417,-0.005153
60716,1976-12-20,0.000000,-0.005851
60716,1976-12-21,0.000000,0.005499
60716,1976-12-22,0.000000,0.004702
60716,1976-12-23,0.000000,0.001242
60716,1976-12-27,0.059406,0.011637
60716,1976-12-28,0.000000,0.006694
60716,1976-12-29,0.130841,-0.004027
60716,1976-12-30,0.016529,0.005078
60716,1976-12-31,0.000000,0.005427
60716,1977-01-03,-0.032520,-0.004281
60716,1977-01-04,0.000000,-0.012150
60716,1977-01-05,0.000000,-0.008893
60716,1977-01-06,0.000000,0.002482
60716,1977-01-07,0.000000,-0.000095
60716,1977-01-10,-0.033613,0.001809
60716,1977-01-11,-0.017391,-0.010266
60716,1977-01-12,0.017699,-0.006915
60716,1977-01-13,0.017391,0.007737
60716,1977-01-14,-0.017094,-0.001823
60716,1977-01-17,0.000000,-0.002692
60716,1977-01-18,-0.017391,-0.003953
60716,1977-01-19,0.000000,0.005130
60716,1977-01-20,-0.053097,-0.008474
60716,1977-01-21,0.018692,0.003399
60716,1977-01-24,0.000000,-0.000678
60716,1977-01-25,0.000000,-0.001162
60716,1977-01-26,-0.036697,-0.007660
60716,1977-01-27,0.000000,-0.005374
60716,1977-01-28,0.000000,0.001375
60716,1977-01-31,0.000000,0.000981
60716,1977-02-01,0.000000,0.004999
60716,1977-02-02,-0.057143,-0.001755
60716,1977-02-03,-0.020202,-0.004982
60716,1977-02-04,0.000000,0.000295
60716,1977-02-07,-0.041237,0.000098
60716,1977-02-08,0.043011,-0.002846
60716,1977-02-09,-0.020619,-0.008563
60716,1977-02-10,0.000000,0.000893
60716,1977-02-11,0.000000,-0.005951
60716,1977-02-14,-0.021053,0.005189
60716,1977-02-15,0.021505,0.002978
60716,1977-02-16,0.000000,0.004553
60716,1977-02-17,-0.042105,-0.005714
60716,1977-02-18,0.000000,-0.004261
60716,1977-02-22,-0.021978,0.000000
60716,1977-02-23,0.022472,-0.002985
60716,1977-02-24,0.000000,-0.005889
60716,1977-02-25,0.021978,-0.001205
60716,1977-02-28,0.000000,0.003418
60716,1977-03-01,0.043011,0.008415
60716,1977-03-02,0.000000,-0.002682
60716,1977-03-03,0.020619,0.004881
60716,1977-03-04,0.000000,0.003172
60716,1977-03-07,-0.020202,0.000494
60716,1977-03-08,0.000000,-0.003753
60716,1977-03-09,-0.020619,-0.007634
60716,1977-03-10,0.000000,0.005694
60716,1977-03-11,0.000000,-0.000199
60716,1977-03-14,0.000000,0.007650
60716,1977-03-15,0.021053,0.005522
60716,1977-03-16,0.000000,0.001863
60716,1977-03-17,0.000000,-0.000881
60716,1977-03-18,0.000000,-0.002155
60716,1977-03-21,-0.020619,-0.005400
60716,1977-03-22,-0.042105,-0.003060
60716,1977-03-23,-0.021978,-0.007921
60716,1977-03-24,0.022472,-0.004990
60716,1977-03-25,0.000000,-0.006419
60716,1977-03-28,-0.021978,-0.000606
60716,1977-03-29,0.022472,0.006970
60716,1977-03-30,-0.021978,-0.011536
60716,1977-03-31,0.000000,-0.001218
60716,1977-04-01,0.000000,0.008027
60716,1977-04-04,0.000000,-0.009878
60716,1977-04-05,0.000000,-0.002240
60716,1977-04-06,0.000000,-0.001020
60716,1977-04-07,0.000000,0.004494
60716,1977-04-11,0.000000,0.005389
60716,1977-04-12,0.000000,0.012844
60716,1977-04-13,0.000000,0.000100
60716,1977-04-14,0.000000,0.008387
60716,1977-04-15,-0.022472,0.000396
60716,1977-04-18,0.000000,-0.004949
60716,1977-04-19,0.000000,-0.004675
60716,1977-04-20,0.022989,0.003298
60716,1977-04-21,0.000000,-0.006474
60716,1977-04-22,0.000000,-0.013133
60716,1977-04-25,-0.022472,-0.013104
60716,1977-04-26,0.000000,-0.000412
