caldt,vwretd
1941-10-14,-0.004717
1941-10-15,-0.005080
1941-10-16,-0.016749
1941-10-17,0.003425
1941-10-18,0.009528
1941-10-20,0.000819
1941-10-21,0.007467
1941-10-22,-0.004337
1941-10-23,0.003119
1941-10-24,0.005349
1941-10-25,-0.002991
1941-10-27,-0.008842
1941-10-28,0.000418
1941-10-29,-0.002254
1941-10-30,-0.000899
1941-10-31,-0.009902
1941-11-01,0.003141
1941-11-03,0.004495
1941-11-05,0.006909
1941-11-06,-0.007596
1941-11-07,-0.001652
1941-11-08,0.000772
1941-11-10,-0.005911
1941-11-12,-0.017036
1941-11-13,0.000445
1941-11-14,0.007911
1941-11-15,0.001577
1941-11-17,-0.001995
1941-11-18,-0.001356
1941-11-19,0.004725
1941-11-21,0.005646
1941-11-22,0.001494
1941-11-24,0.001890
1941-11-25,-0.005152
1941-11-26,-0.007707
1941-11-27,-0.002518
1941-11-28,-0.006178
1941-11-29,-0.002234
1941-12-01,-0.003301
1941-12-02,0.015418
1941-12-03,0.007981
1941-12-04,0.002946
1941-12-05,-0.003961
1941-12-06,0.005918
1941-12-08,-0.041437
1941-12-09,-0.034537
1941-12-10,-0.007172
1941-12-11,0.019593
1941-12-12,-0.003647
1941-12-13,0.002923
1941-12-15,0.004932
1941-12-16,-0.000469
1941-12-17,-0.018191
1941-12-18,-0.008006
1941-12-19,-0.000441
1941-12-20,-0.001466
1941-12-22,-0.009452
1941-12-23,-0.003688
1941-12-24,0.003010
1941-12-26,-0.003730
1941-12-27,0.004410
1941-12-29,-0.005001
1941-12-30,0.036512
1941-12-31,-0.004309
1942-01-02,0.018946
1942-01-03,0.011784
1942-01-05,0.009805
1942-01-06,-0.003909
1942-01-07,-0.006503
1942-01-08,-0.013259
1942-01-09,-0.002155
1942-01-10,-0.004655
1942-01-12,0.004183
1942-01-13,0.017136
1942-01-14,0.002601
1942-01-15,-0.001295
1942-01-16,-0.009095
1942-01-17,-0.003000
1942-01-19,0.002719
1942-01-20,-0.001137
1942-01-21,-0.013013
1942-01-22,0.000180
1942-01-23,0.001592
1942-01-24,0.003420
1942-01-26,0.009734
1942-01-27,0.001016
1942-01-28,-0.004541
1942-01-29,-0.001007
1942-01-30,-0.005320
1942-01-31,-0.004555
1942-02-02,0.003290
1942-02-03,0.003151
1942-02-04,0.006694
1942-02-05,-0.001570
1942-02-06,-0.008338
1942-02-07,0.000138
1942-02-09,-0.011352
1942-02-10,-0.014300
1942-02-11,-0.002034
1942-02-13,0.001002
1942-02-14,0.005126
1942-02-16,-0.002198
1942-02-17,-0.016418
1942-02-18,-0.000381
1942-02-19,0.002864
1942-02-20,-0.002670
1942-02-21,0.002175
1942-02-24,0.002840
1942-02-25,-0.005207
1942-02-26,0.004707
1942-02-27,0.007669
1942-02-28,0.001458
1942-03-02,-0.009700
1942-03-03,0.011515
1942-03-04,-0.008896
1942-03-05,-0.014793
1942-03-06,-0.025125
1942-03-07,0.005466
1942-03-09,-0.001506
1942-03-10,-0.007111
1942-03-11,-0.016519
1942-03-12,0.000467
1942-03-13,0.004488
1942-03-14,0.000275
1942-03-16,0.008610
1942-03-17,0.015992
1942-03-18,-0.006369
1942-03-19,-0.001622
1942-03-20,-0.007857
1942-03-21,0.000761
1942-03-23,0.001711
1942-03-24,0.006157
1942-03-25,-0.005853
1942-03-26,-0.003783
1942-03-27,-0.009582
1942-03-28,-0.000018
1942-03-30,0.001370
1942-03-31,-0.004405
1942-04-01,0.004051
1942-04-02,0.007837
1942-04-04,0.001091
1942-04-06,0.011573
1942-04-07,-0.002563
1942-04-08,-0.005681
1942-04-09,-0.013559
1942-04-10,-0.000393
1942-04-11,-0.002831
1942-04-13,-0.000530
1942-04-14,-0.016614
1942-04-15,0.002029
1942-04-16,-0.001561
1942-04-17,-0.015322
1942-04-18,0.006672
1942-04-20,0.003675
1942-04-21,0.002511
1942-04-22,-0.002746
1942-04-23,-0.021918
1942-04-24,-0.008338
1942-04-25,0.001913
1942-04-27,-0.006670
1942-04-28,-0.009632
1942-04-29,0.015217
1942-04-30,0.008224
1942-05-01,0.006766
1942-05-02,0.006615
1942-05-04,0.002163
1942-05-05,0.003292
1942-05-06,-0.002327
1942-05-07,0.008359
1942-05-08,0.002119
1942-05-09,0.005591
1942-05-11,0.005938
1942-05-12,-0.006581
1942-05-13,-0.012451
1942-05-14,0.001890
1942-05-15,0.007633
1942-05-16,0.006898
1942-05-18,-0.000617
1942-05-19,-0.005614
1942-05-20,0.001045
1942-05-21,0.016070
1942-05-22,-0.002067
1942-05-23,0.000572
1942-05-25,-0.001938
1942-05-26,0.001052
1942-05-27,0.014744
1942-05-28,0.001609
1942-05-29,-0.001586
1942-06-01,0.003858
1942-06-02,-0.001255
1942-06-03,0.006535
1942-06-04,0.015373
1942-06-05,0.005425
1942-06-06,0.004064
1942-06-08,0.008217
1942-06-09,-0.002644
1942-06-10,-0.009093
1942-06-11,0.002024
1942-06-12,-0.004614
1942-06-13,0.003888
1942-06-15,0.002177
1942-06-16,0.000849
1942-06-17,0.013505
1942-06-18,-0.001812
1942-06-19,-0.009287
1942-06-20,-0.003242
1942-06-22,-0.013376
1942-06-23,0.001133
1942-06-24,-0.003057
1942-06-25,0.000903
1942-06-26,-0.000811
1942-06-27,0.003242
1942-06-29,0.002395
1942-06-30,0.001203
1942-07-01,-0.003913
1942-07-02,0.010570
1942-07-03,0.009095
1942-07-06,0.013216
1942-07-07,-0.001894
1942-07-08,0.019321
1942-07-09,0.010880
1942-07-10,-0.002119
1942-07-11,-0.000696
1942-07-13,-0.005346
1942-07-14,0.005535
1942-07-15,0.002539
1942-07-16,-0.000471
1942-07-17,-0.008104
1942-07-18,-0.002499
1942-07-20,0.004754
1942-07-21,0.002476
1942-07-22,-0.001082
1942-07-23,-0.012019
1942-07-24,-0.000327
1942-07-25,0.001208
1942-07-27,0.000683
1942-07-28,-0.001425
1942-07-29,-0.010820
1942-07-30,0.000909
1942-07-31,0.004546
1942-08-01,0.000845
1942-08-03,0.002677
1942-08-04,-0.001661
1942-08-05,-0.007185
1942-08-06,-0.000865
1942-08-07,0.002776
1942-08-08,-0.001029
1942-08-10,-0.000562
1942-08-11,0.003186
1942-08-12,0.001124
1942-08-13,0.004351
1942-08-14,0.005044
1942-08-15,0.002394
1942-08-17,0.003626
1942-08-18,0.007332
1942-08-19,0.000919
1942-08-20,-0.002104
1942-08-21,0.003327
1942-08-22,0.001407
1942-08-24,0.000040
1942-08-25,-0.005743
1942-08-26,-0.010626
1942-08-27,0.004016
1942-08-28,0.003231
1942-08-29,0.001009
1942-08-31,0.000967
1942-09-01,-0.000665
1942-09-02,0.000203
1942-09-03,0.000737
1942-09-04,0.000016
1942-09-05,0.001622
1942-09-08,0.005537
1942-09-09,-0.001519
1942-09-10,-0.005343
1942-09-11,-0.004557
1942-09-12,0.000318
1942-09-14,0.000025
1942-09-15,0.004072
1942-09-16,0.001675
1942-09-17,-0.000291
1942-09-18,0.006065
1942-09-19,-0.000395
1942-09-21,0.000430
1942-09-22,0.003265
1942-09-23,0.005703
1942-09-24,0.011404
1942-09-25,0.003245
1942-09-26,-0.001414
1942-09-28,0.000001
1942-09-29,-0.001999
1942-09-30,-0.001233
1942-10-01,0.006560
1942-10-02,0.012259
1942-10-03,0.004666
1942-10-05,0.006776
1942-10-06,0.000323
1942-10-07,0.002300
1942-10-08,0.015498
1942-10-09,0.003878
1942-10-10,0.008694
1942-10-13,0.005225
1942-10-14,-0.003061
1942-10-15,-0.011955
1942-10-16,0.003905
1942-10-17,-0.001361
1942-10-19,0.001746
1942-10-20,0.010794
1942-10-21,0.000365
1942-10-22,0.001556
1942-10-23,-0.000641
1942-10-24,0.002986
1942-10-26,0.002959
1942-10-27,-0.010180
1942-10-28,-0.006059
1942-10-29,0.000883
1942-10-30,0.003829
1942-10-31,0.005480
1942-11-02,0.006769
1942-11-04,-0.002661
1942-11-05,0.001184
1942-11-06,0.010435
1942-11-07,0.006953
1942-11-09,0.003066
1942-11-10,-0.005394
1942-11-12,0.000394
1942-11-13,-0.003370
1942-11-14,0.000076
1942-11-16,-0.008475
1942-11-17,-0.009702
1942-11-18,0.002012
1942-11-19,0.001424
1942-11-20,0.008368
1942-11-21,0.001706
1942-11-23,-0.010957
1942-11-24,-0.002223
1942-11-25,-0.000592
1942-11-27,0.003920
1942-11-28,0.000723
1942-11-30,-0.002269
1942-12-01,0.001061
1942-12-02,0.003593
1942-12-03,0.002670
1942-12-04,-0.001036
1942-12-05,0.001183
1942-12-07,-0.003416
1942-12-08,0.005064
1942-12-09,-0.000395
1942-12-10,0.001125
1942-12-11,0.000847
1942-12-12,0.002333
1942-12-14,0.000736
1942-12-15,0.004046
1942-12-16,0.005492
1942-12-17,0.018297
1942-12-18,0.000137
1942-12-19,-0.000505
1942-12-21,-0.000600
1942-12-22,-0.000665
1942-12-23,0.002292
1942-12-24,0.004542
1942-12-26,0.002280
1942-12-28,-0.008729
1942-12-29,-0.002161
1942-12-30,0.010396
1942-12-31,0.002134
1943-01-02,0.007909
1943-01-04,0.008437
1943-01-05,-0.003444
1943-01-06,0.000128
1943-01-07,-0.000497
1943-01-08,0.002103
1943-01-09,0.002399
1943-01-11,0.003062
1943-01-12,-0.002278
1943-01-13,0.002654
1943-01-14,0.005107
1943-01-15,0.009330
1943-01-16,0.002095
1943-01-18,-0.000398
1943-01-19,-0.008693
1943-01-20,0.000515
1943-01-21,0.012103
1943-01-22,0.001317
1943-01-23,0.002960
1943-01-25,0.009069
1943-01-26,0.004797
1943-01-27,-0.002026
1943-01-28,0.003031
1943-01-29,0.008335
1943-01-30,0.003169
1943-02-01,0.003476
1943-02-02,0.000078
1943-02-03,-0.004932
1943-02-04,-0.000617
1943-02-05,0.006148
1943-02-06,0.000512
1943-02-08,-0.002041
1943-02-09,0.006712
1943-02-10,0.009717
1943-02-11,0.002516
1943-02-13,0.004795
1943-02-15,0.008237
1943-02-16,-0.002068
1943-02-17,0.001786
1943-02-18,-0.011028
1943-02-19,-0.000890
1943-02-20,0.011368
1943-02-23,0.008000
1943-02-24,0.006657
1943-02-25,0.006275
1943-02-26,0.000800
1943-02-27,0.003691
1943-03-01,-0.005370
1943-03-02,-0.006041
1943-03-03,0.012865
1943-03-04,0.003198
1943-03-05,0.003404
1943-03-06,0.002180
1943-03-08,-0.001738
1943-03-09,-0.006550
1943-03-10,-0.003961
1943-03-11,0.011194
1943-03-12,0.006147
1943-03-13,0.000858
1943-03-15,0.000021
1943-03-16,-0.003567
1943-03-17,-0.007110
1943-03-18,0.001047
1943-03-19,-0.003034
1943-03-20,-0.000948
1943-03-22,0.003175
1943-03-23,0.004679
1943-03-24,0.004493
1943-03-25,0.018646
1943-03-26,0.007199
1943-03-27,0.001742
1943-03-29,0.012929
1943-03-30,0.007124
1943-03-31,-0.001483
1943-04-01,0.001365
1943-04-02,-0.004316
1943-04-03,0.001461
1943-04-05,0.014227
1943-04-06,0.003287
1943-04-07,-0.005114
1943-04-08,-0.004492
1943-04-09,-0.036663
1943-04-10,-0.000899
1943-04-12,-0.000806
1943-04-13,-0.001574
1943-04-14,0.013723
1943-04-15,0.008364
1943-04-16,-0.001767
1943-04-17,0.004057
1943-04-19,-0.000026
1943-04-20,-0.004293
1943-04-21,0.008826
1943-04-22,0.003116
1943-04-24,0.001435
1943-04-26,-0.000023
1943-04-27,-0.001031
1943-04-28,-0.001336
1943-04-29,0.010104
1943-04-30,0.000745
1943-05-01,0.005946
1943-05-03,0.013438
1943-05-04,0.005364
1943-05-05,0.005429
1943-05-06,0.003454
1943-05-07,-0.012992
1943-05-08,0.010254
1943-05-10,0.003747
1943-05-11,-0.003460
1943-05-12,-0.003709
1943-05-13,-0.003289
1943-05-14,-0.009831
1943-05-15,0.003547
1943-05-17,-0.000378
1943-05-18,0.006579
1943-05-19,0.010589
1943-05-20,-0.000890
1943-05-21,-0.000427
1943-05-22,0.000237
1943-05-24,-0.000947
1943-05-25,0.002662
1943-05-26,0.008994
1943-05-27,0.003872
1943-05-28,0.002488
1943-05-29,0.005636
1943-06-01,0.003646
1943-06-02,-0.001013
1943-06-03,0.005405
1943-06-04,-0.002986
1943-06-05,0.006589
1943-06-07,-0.007689
1943-06-08,-0.005761
1943-06-09,0.001906
1943-06-10,0.002314
1943-06-11,-0.002971
1943-06-12,-0.001418
1943-06-14,-0.016372
1943-06-15,0.002436
1943-06-16,0.003939
1943-06-17,0.001605
1943-06-18,-0.001620
1943-06-19,-0.000315
1943-06-21,-0.006966
1943-06-22,0.001967
1943-06-23,0.007834
1943-06-24,0.005422
1943-06-25,0.011216
1943-06-26,0.003929
1943-06-28,0.004186
1943-06-29,-0.003349
1943-06-30,0.005562
1943-07-01,0.001772
1943-07-02,0.000261
1943-07-03,0.001495
1943-07-06,0.000076
1943-07-07,-0.002206
1943-07-08,0.001951
1943-07-09,0.003752
1943-07-10,0.001294
1943-07-12,0.005033
1943-07-13,0.007631
1943-07-14,0.005901
1943-07-15,-0.006606
1943-07-16,-0.001062
1943-07-17,0.000879
1943-07-19,-0.000582
1943-07-20,-0.007118
1943-07-21,0.001259
1943-07-22,0.001718
1943-07-23,0.000157
1943-07-24,0.000745
1943-07-26,-0.015450
1943-07-27,-0.027716
1943-07-28,-0.005704
1943-07-29,0.016197
1943-07-30,-0.018244
1943-07-31,-0.013151
1943-08-02,-0.017522
1943-08-03,0.014682
1943-08-04,0.008384
1943-08-05,-0.002625
1943-08-06,-0.008683
1943-08-07,-0.001065
1943-08-09,0.000186
1943-08-10,0.010750
1943-08-11,0.006721
1943-08-12,-0.004523
1943-08-13,0.005757
1943-08-14,0.001364
1943-08-16,-0.000706
1943-08-17,0.003915
1943-08-18,0.004228
1943-08-19,-0.000435
1943-08-20,-0.008912
1943-08-21,-0.008380
1943-08-23,-0.008578
1943-08-24,0.005789
1943-08-25,0.004199
1943-08-26,0.002519
1943-08-27,-0.003890
1943-08-28,0.001166
1943-08-30,0.000329
1943-08-31,0.009319
1943-09-01,0.004042
1943-09-02,0.000574
1943-09-03,-0.001588
1943-09-04,0.002152
1943-09-07,0.000593
1943-09-08,-0.004974
1943-09-09,0.009910
1943-09-10,0.001355
1943-09-11,0.000316
1943-09-13,-0.001228
1943-09-14,-0.002339
1943-09-15,0.001965
1943-09-16,0.003772
1943-09-17,0.010213
1943-09-18,0.008144
1943-09-20,0.003829
1943-09-21,0.000188
1943-09-22,-0.003290
1943-09-23,-0.005898
1943-09-24,0.000364
1943-09-25,-0.000088
1943-09-27,-0.007605
1943-09-28,-0.001415
1943-09-29,0.001699
1943-09-30,0.003393
1943-10-01,0.001606
1943-10-02,-0.000595
1943-10-04,-0.005025
1943-10-05,-0.004118
1943-10-06,-0.010253
1943-10-07,-0.012113
1943-10-08,0.002835
1943-10-09,0.005324
1943-10-11,-0.006198
1943-10-13,-0.001790
1943-10-14,0.005382
1943-10-15,0.005441
1943-10-16,0.003592
1943-10-18,-0.000930
1943-10-19,0.003747
1943-10-20,0.002506
1943-10-21,-0.006972
1943-10-22,0.003881
1943-10-23,0.000278
1943-10-25,-0.001019
1943-10-26,0.002987
1943-10-27,0.005874
1943-10-28,-0.001515
1943-10-29,-0.004650
1943-10-30,0.000442
1943-11-01,-0.000624
1943-11-03,-0.010762
1943-11-04,-0.010211
1943-11-05,-0.004351
1943-11-06,-0.000240
1943-11-08,-0.032181
1943-11-09,0.005130
1943-11-10,0.011432
1943-11-12,-0.005536
1943-11-13,-0.001919
1943-11-15,0.000973
1943-11-16,-0.003547
1943-11-17,-0.005885
1943-11-18,0.003678
1943-11-19,0.012717
1943-11-20,0.005975
1943-11-22,-0.002552
1943-11-23,-0.001497
1943-11-24,-0.002467
1943-11-26,-0.007138
1943-11-27,-0.002971
1943-11-29,-0.010076
1943-11-30,0.001272
1943-12-01,0.009648
1943-12-02,0.007961
1943-12-03,0.001775
1943-12-04,0.001610
1943-12-06,0.004661
1943-12-07,0.007944
1943-12-08,0.011043
1943-12-09,-0.002767
1943-12-10,0.006341
1943-12-11,0.002399
1943-12-13,-0.003407
1943-12-14,-0.002814
1943-12-15,0.000806
1943-12-16,0.004425
1943-12-17,0.003985
1943-12-18,0.003861
1943-12-20,0.002140
1943-12-21,-0.002877
1943-12-22,-0.000850
1943-12-23,-0.000610
1943-12-24,0.001523
1943-12-27,-0.000943
1943-12-28,-0.008532
1943-12-29,-0.001880
1943-12-30,0.016565
1943-12-31,0.000817
1944-01-03,-0.001249
1944-01-04,0.010474
1944-01-05,0.009573
1944-01-06,-0.002246
1944-01-07,-0.001099
1944-01-08,0.000278
1944-01-10,-0.001861
1944-01-11,0.005390
1944-01-12,-0.005987
1944-01-13,-0.002602
1944-01-14,0.006424
1944-01-15,0.004705
1944-01-17,-0.002765
1944-01-18,-0.002187
1944-01-19,-0.000334
1944-01-20,0.001000
1944-01-21,0.002194
1944-01-22,0.002508
1944-01-24,-0.001431
1944-01-25,-0.001162
1944-01-26,-0.008855
1944-01-27,-0.001023
1944-01-28,0.005017
1944-01-29,0.000935
1944-01-31,0.002443
1944-02-01,0.000659
1944-02-02,-0.001669
1944-02-03,-0.007774
1944-02-04,-0.006514
1944-02-05,0.001970
1944-02-07,-0.003458
1944-02-08,0.005531
1944-02-09,-0.000052
1944-02-10,0.006180
1944-02-11,-0.001031
1944-02-14,0.000581
1944-02-15,0.005661
1944-02-16,-0.000710
1944-02-17,0.003949
1944-02-18,-0.003593
1944-02-19,-0.000232
1944-02-21,0.000238
1944-02-23,0.006188
1944-02-24,0.001967
1944-02-25,0.000456
1944-02-26,0.000010
1944-02-28,0.001367
1944-02-29,-0.006151
1944-03-01,0.003538
1944-03-02,0.002175
1944-03-03,0.001033
1944-03-04,0.000476
1944-03-06,0.002940
1944-03-07,0.006870
1944-03-08,0.007108
1944-03-09,-0.001121
1944-03-10,0.004411
1944-03-11,0.002672
1944-03-13,0.007109
1944-03-14,-0.002301
1944-03-15,0.003948
1944-03-16,0.002482
1944-03-17,0.001596
1944-03-18,-0.002885
1944-03-20,-0.004159
1944-03-21,0.003323
1944-03-22,-0.000916
1944-03-23,-0.008200
1944-03-24,0.002433
1944-03-25,-0.000099
1944-03-27,-0.001734
1944-03-28,-0.012417
1944-03-29,-0.002076
1944-03-30,0.006948
1944-03-31,0.001571
1944-04-01,0.000516
1944-04-03,-0.006231
1944-04-04,0.000415
1944-04-05,0.002386
1944-04-06,0.003271
1944-04-08,0.001997
1944-04-10,-0.000684
1944-04-11,0.000208
1944-04-12,-0.005207
1944-04-13,-0.003275
1944-04-14,0.000179
1944-04-15,0.001750
1944-04-17,-0.002767
1944-04-18,-0.016093
1944-04-19,-0.003924
1944-04-20,0.007694
1944-04-21,0.001678
1944-04-22,-0.000476
1944-04-24,-0.009651
1944-04-25,0.000067
1944-04-26,0.005300
1944-04-27,0.002937
1944-04-28,0.003105
1944-04-29,0.000476
1944-05-01,0.006674
1944-05-02,-0.001374
1944-05-03,0.004831
1944-05-04,-0.000557
1944-05-05,0.005182
1944-05-06,0.001540
1944-05-08,-0.001557
1944-05-09,0.001621
1944-05-10,0.001756
1944-05-11,0.001295
1944-05-12,-0.006498
1944-05-13,0.000288
1944-05-15,0.001585
1944-05-16,0.001891
1944-05-17,0.006694
1944-05-18,0.002594
1944-05-19,0.001741
1944-05-20,0.001004
1944-05-22,0.000493
1944-05-23,0.003356
1944-05-24,0.003845
1944-05-25,-0.000750
1944-05-26,0.002881
1944-05-27,0.002386
1944-05-29,0.002207
1944-05-31,0.006777
1944-06-01,-0.000282
1944-06-02,-0.000530
1944-06-03,0.000298
1944-06-05,-0.005232
1944-06-06,0.004398
1944-06-07,-0.001467
1944-06-08,-0.002426
1944-06-09,0.001019
1944-06-10,0.004610
1944-06-12,0.014419
1944-06-13,0.007854
1944-06-14,0.001355
1944-06-15,0.005365
1944-06-16,0.008761
1944-06-17,0.003612
1944-06-19,0.005546
1944-06-20,-0.000050
1944-06-21,-0.003132
1944-06-22,0.000183
1944-06-23,0.000838
1944-06-24,0.000748
1944-06-26,0.005868
1944-06-27,0.004648
1944-06-28,-0.003153
1944-06-29,-0.000451
1944-06-30,0.003063
1944-07-01,0.001009
1944-07-03,0.007659
1944-07-05,0.004359
1944-07-06,-0.002965
1944-07-07,0.002264
1944-07-08,0.005613
1944-07-10,0.003756
1944-07-11,-0.001673
1944-07-12,0.001097
1944-07-13,-0.001952
1944-07-14,-0.000121
1944-07-15,0.000288
1944-07-17,-0.010249
1944-07-18,-0.008253
1944-07-19,0.008412
1944-07-20,-0.006674
1944-07-21,-0.013483
1944-07-22,-0.009370
1944-07-24,0.001684
1944-07-25,0.009041
1944-07-26,-0.001609
1944-07-27,0.000968
1944-07-28,-0.004711
1944-07-29,0.000519
1944-07-31,-0.000548
1944-08-01,0.004566
1944-08-02,0.002433
1944-08-03,-0.005627
1944-08-04,-0.007670
1944-08-05,0.000417
1944-08-07,0.001183
1944-08-08,-0.003457
1944-08-09,0.003247
1944-08-10,0.006110
1944-08-11,0.005329
1944-08-12,0.002551
1944-08-14,0.001751
1944-08-15,-0.001214
1944-08-16,0.006647
1944-08-17,0.007375
1944-08-18,0.003508
1944-08-21,-0.002666
1944-08-22,-0.006999
1944-08-23,0.001318
1944-08-24,-0.005607
1944-08-25,-0.000458
1944-08-28,-0.001053
1944-08-29,0.001624
1944-08-30,0.003607
1944-08-31,-0.001214
1944-09-01,0.003056
1944-09-05,-0.006488
1944-09-06,-0.021978
1944-09-07,-0.003199
1944-09-08,0.000466
1944-09-09,-0.002039
1944-09-11,0.005435
1944-09-12,0.003208
1944-09-13,-0.009511
1944-09-14,-0.005725
1944-09-15,0.008734
1944-09-16,0.004370
1944-09-18,0.001240
1944-09-19,0.007951
1944-09-20,0.002140
1944-09-21,-0.002462
1944-09-22,0.002063
1944-09-23,0.002686
1944-09-25,0.005334
1944-09-26,-0.001050
1944-09-27,0.000710
1944-09-28,-0.001147
1944-09-29,0.003396
1944-09-30,0.003856
1944-10-02,0.002370
1944-10-03,-0.000835
1944-10-04,0.004698
1944-10-05,0.006264
1944-10-06,0.001644
1944-10-07,0.002123
1944-10-09,-0.007392
1944-10-10,0.001263
1944-10-11,0.005205
1944-10-13,-0.000116
1944-10-14,0.000235
1944-10-16,-0.004022
1944-10-17,0.002855
1944-10-18,0.005482
1944-10-19,-0.001467
1944-10-20,-0.002288
1944-10-21,0.001186
1944-10-23,-0.013695
1944-10-24,0.001160
1944-10-25,0.000037
1944-10-26,-0.006427
1944-10-27,0.001588
1944-10-28,0.003146
1944-10-30,-0.002774
1944-10-31,0.002130
1944-11-01,0.002336
1944-11-02,0.005194
1944-11-03,0.000450
1944-11-04,0.001000
1944-11-06,0.002616
1944-11-08,-0.001843
1944-11-09,0.004409
1944-11-10,0.003071
1944-11-13,-0.007634
1944-11-14,-0.010320
1944-11-15,-0.001270
1944-11-16,0.002540
1944-11-17,-0.000707
1944-11-18,0.001005
1944-11-20,0.001874
1944-11-21,0.005632
1944-11-22,0.001256
1944-11-24,-0.002834
1944-11-25,0.001034
1944-11-27,0.001379
1944-11-28,0.001357
1944-11-29,0.005582
1944-11-30,0.000631
1944-12-01,0.000152
1944-12-02,0.002213
1944-12-04,0.005959
1944-12-05,0.003197
1944-12-06,0.000741
1944-12-07,0.003382
1944-12-08,0.006836
1944-12-09,0.004727
1944-12-11,0.002485
1944-12-12,-0.001250
1944-12-13,-0.001992
1944-12-14,0.003127
1944-12-15,0.008069
1944-12-16,0.000235
1944-12-18,-0.005078
1944-12-19,0.001131
1944-12-20,-0.006901
1944-12-21,-0.002187
1944-12-22,0.003293
1944-12-23,0.001033
1944-12-26,-0.005632
1944-12-27,-0.007958
1944-12-28,0.010856
1944-12-29,0.013285
1944-12-30,0.001068
1945-01-02,0.002997
1945-01-03,0.009502
1945-01-04,0.002788
1945-01-05,-0.001503
1945-01-06,-0.001534
1945-01-08,0.011880
1945-01-09,0.000331
1945-01-10,0.006144
1945-01-11,-0.000069
1945-01-12,-0.002314
1945-01-13,0.000725
1945-01-15,-0.005978
1945-01-16,-0.000054
1945-01-17,0.007319
1945-01-18,-0.004552
1945-01-19,-0.008777
1945-01-20,-0.006531
1945-01-22,-0.003100
1945-01-23,-0.004318
1945-01-24,0.000684
1945-01-25,0.007441
1945-01-26,0.007998
1945-01-27,0.004159
1945-01-29,0.001264
1945-01-30,-0.005903
1945-01-31,0.001741
1945-02-01,0.003269
1945-02-02,0.008140
1945-02-03,0.003239
1945-02-05,0.004246
1945-02-06,0.001868
1945-02-07,0.002646
1945-02-08,0.000566
1945-02-09,-0.004527
1945-02-10,0.001824
1945-02-13,0.012482
1945-02-14,0.005737
1945-02-15,0.006723
1945-02-16,-0.000613
1945-02-17,0.000832
1945-02-19,0.006105
1945-02-20,0.002310
1945-02-21,-0.000268
1945-02-23,-0.001626
1945-02-24,-0.002487
1945-02-26,-0.001874
1945-02-27,0.007092
1945-02-28,0.007192
1945-03-01,0.003166
1945-03-02,-0.005329
1945-03-03,-0.000638
1945-03-05,0.004937
1945-03-06,0.004651
1945-03-07,-0.000535
1945-03-08,-0.018020
1945-03-09,-0.019086
1945-03-10,0.006600
1945-03-12,0.006065
1945-03-13,-0.000152
1945-03-14,0.002458
1945-03-15,0.004520
1945-03-16,0.001849
1945-03-17,0.000699
1945-03-19,-0.006408
1945-03-20,-0.011288
1945-03-21,-0.010597
1945-03-22,0.000192
1945-03-23,0.003749
1945-03-24,-0.007155
1945-03-26,-0.017912
1945-03-27,0.004660
1945-03-28,0.008919
1945-03-29,0.002721
1945-03-31,0.002755
1945-04-02,0.007698
1945-04-03,0.002565
1945-04-04,-0.001249
1945-04-05,-0.007978
1945-04-06,0.005105
1945-04-07,0.004894
1945-04-09,-0.001634
1945-04-10,0.005176
1945-04-11,0.010818
1945-04-12,0.002483
1945-04-13,0.007221
1945-04-16,0.018191
1945-04-17,0.001686
1945-04-18,0.008137
1945-04-19,-0.005917
1945-04-20,-0.000668
1945-04-21,0.003019
1945-04-23,0.004876
1945-04-24,0.004933
1945-04-25,-0.001736
1945-04-26,-0.003150
1945-04-27,0.004297
1945-04-28,0.004829
1945-04-30,0.002404
1945-05-01,-0.004364
1945-05-02,-0.000947
1945-05-03,0.006860
1945-05-04,0.004177
1945-05-05,0.002371
1945-05-07,-0.000053
1945-05-08,-0.000044
1945-05-09,-0.008906
1945-05-10,-0.011138
1945-05-11,0.001773
1945-05-12,0.005822
1945-05-14,-0.003542
1945-05-15,0.002526
1945-05-16,0.003629
1945-05-17,0.004853
1945-05-18,0.005317
1945-05-19,0.001442
1945-05-21,-0.003993
1945-05-22,-0.001148
1945-05-23,-0.008176
1945-05-24,0.000774
1945-05-25,0.006776
1945-05-26,0.004740
1945-05-28,0.008165
1945-05-29,0.005533
1945-05-31,-0.004100
1945-06-01,0.002044
1945-06-02,0.001036
1945-06-04,-0.000007
1945-06-05,0.000704
1945-06-06,-0.004684
1945-06-07,0.001351
1945-06-08,-0.000221
1945-06-09,0.000211
1945-06-11,-0.002976
1945-06-12,0.001480
1945-06-13,0.004382
1945-06-14,0.005025
1945-06-15,0.002390
1945-06-16,0.001104
1945-06-18,-0.002757
1945-06-19,0.001249
1945-06-20,0.005439
1945-06-21,0.004795
1945-06-22,-0.000366
1945-06-23,0.001719
1945-06-25,0.004228
1945-06-26,0.001906
1945-06-27,-0.000279
1945-06-28,-0.020540
1945-06-29,-0.008518
1945-06-30,0.006155
1945-07-02,0.004191
1945-07-03,0.000461
1945-07-05,-0.012987
1945-07-06,0.002968
1945-07-09,0.009251
1945-07-10,0.003623
1945-07-11,-0.003903
1945-07-12,0.001920
1945-07-13,-0.003468
1945-07-16,-0.007240
1945-07-17,-0.020907
1945-07-18,-0.003609
1945-07-19,0.006513
1945-07-20,0.000057
